System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:11:23:891, 114261711639224,   17.520,    0.000, 1300,   0.560,  21.712,   6.031,   0.367,  14.455,   4.015, 28,  0,   1.016,  18.819,   5.228,   0.008,   2.027,   0.563,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:23:961, 114261932335481,   17.589,    2.000,  800,   0.669,  21.758,   6.044,   0.439,  14.485,   4.024, 28,  0,   1.051,  18.892,   5.248,   0.025,   2.029,   0.564,  65.000, 134.000, 210.000,   0.000,   0.000,   42,   0.000
15:11:24:049, 114262215757391,   17.678,    0.000, 1900,   1.125,  21.858,   6.072,   0.760,  14.553,   4.042, 27,  0,   1.043,  18.985,   5.274,   0.108,   2.038,   0.566,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:24:113, 114262418139595,   17.741,    2.000,  900,   1.534,  21.955,   6.099,   0.932,  14.612,   4.059, 28,  0,   1.128,  19.056,   5.293,   0.243,   2.054,   0.570,  65.000, 134.000, 210.000,   0.000,   0.000,   36,   3.755
15:11:24:192, 114262671804285,   17.820,    3.000,  800,   1.478,  22.073,   6.131,   0.882,  14.682,   4.078, 28,  0,   1.130,  19.146,   5.318,   0.233,   2.072,   0.576,  65.000, 134.000, 210.000,   0.000,   0.000,   37,   3.018
15:11:24:278, 114262944185504,   17.906,    2.000,  900,   0.909,  22.150,   6.153,   0.607,  14.734,   4.093, 28,  0,   1.079,  19.238,   5.344,   0.062,   2.078,   0.577,  65.000, 134.000, 210.000,   0.000,   0.000,   38,   0.000
15:11:24:360, 114263205848861,   17.988,    0.000, 1900,   1.256,  22.253,   6.181,   0.880,  14.806,   4.113, 28,  0,   1.051,  19.324,   5.368,   0.108,   2.086,   0.580,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:24:412, 114263373733153,   18.040,    2.000,  800,   1.316,  22.322,   6.201,   0.774,  14.846,   4.124, 27,  0,   1.025,  19.378,   5.383,   0.188,   2.096,   0.582,  65.000, 134.000, 210.000,   0.000,   0.000,   36,   0.000
15:11:24:497, 114263645417960,   18.125,    1.000,  900,   1.439,  22.445,   6.235,   0.877,  14.921,   4.145, 28,  0,   1.035,  19.466,   5.407,   0.191,   2.113,   0.587,  65.000, 134.000, 210.000,   0.000,   0.000,   13,   0.000
15:11:24:565, 114263861608384,   18.193,    1.000,  900,   1.318,  22.534,   6.259,   0.762,  14.973,   4.159, 28,  0,   1.030,  19.536,   5.427,   0.180,   2.125,   0.590,  65.000, 134.000, 210.000,   0.000,   0.000,    9,   0.000
15:11:24:628, 114264064106132,   18.257,    1.000,  900,   1.305,  22.617,   6.282,   0.768,  15.021,   4.173, 28,  0,   1.021,  19.601,   5.445,   0.175,   2.136,   0.593,  65.000, 134.000, 210.000,   0.000,   0.000,   10,   0.000
15:11:24:700, 114264292213150,   18.328,    1.000, 1600,   1.749,  22.742,   6.317,   1.221,  15.109,   4.197, 28,  0,   1.085,  19.678,   5.466,   0.184,   2.149,   0.597,  65.000, 134.000, 210.000,   0.000,   0.000,   18,   3.223
15:11:24:753, 114264463251094,   18.382,    1.000,  800,   0.787,  22.784,   6.329,   0.492,  15.135,   4.204, 28,  0,   1.119,  19.738,   5.483,   0.032,   2.151,   0.597,  65.000, 134.000, 210.000,   0.000,   0.000,   17,   0.113
15:11:24:816, 114264666431409,   18.445,    1.000,  800,   0.681,  22.827,   6.341,   0.421,  15.162,   4.212, 28,  0,   1.014,  19.803,   5.501,   0.055,   2.154,   0.598,  65.000, 134.000, 210.000,   0.000,   0.000,    6,   0.000
15:11:24:875, 114264849651367,   18.503,    1.000, 3500,   1.047,  22.887,   6.358,   0.790,  15.207,   4.224, 28,  0,   1.073,  19.864,   5.518,   0.032,   2.156,   0.599,  65.000, 134.000, 210.000,   0.000,   0.000,   74,   0.000
15:11:24:932, 114265031793321,   18.560,    0.000, 2000,   0.923,  22.940,   6.372,   0.693,  15.247,   4.235, 28,  0,   1.040,  19.924,   5.534,   0.026,   2.158,   0.599,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:25:000, 114265250996927,   18.628,    0.000,  800,   0.570,  22.979,   6.383,   0.337,  15.270,   4.242, 27,  0,   1.037,  19.995,   5.554,   0.014,   2.159,   0.600,  65.000, 134.000, 210.000,   0.000,   0.000,   12,   0.000
15:11:25:066, 114265462376223,   18.695,    0.000, 2800,   1.961,  23.109,   6.419,   1.529,  15.371,   4.270, 28,  0,   1.136,  20.070,   5.575,   0.192,   2.171,   0.603,  65.000, 134.000, 210.000,   0.000,   0.000,   23,   3.966
15:11:25:133, 114265675900672,   18.762,    1.000, 1000,   0.960,  23.173,   6.437,   0.588,  15.410,   4.281, 28,  0,   1.129,  20.146,   5.596,   0.112,   2.179,   0.605,  65.000, 134.000, 210.000,   0.000,   0.000,   19,   3.688
15:11:25:200, 114265889440599,   18.828,    2.000,  800,   0.764,  23.224,   6.451,   0.449,  15.440,   4.289, 27,  0,   1.151,  20.223,   5.617,   0.044,   2.182,   0.606,  65.000, 134.000, 210.000,   0.000,   0.000,   26,   0.462
15:11:25:271, 114266115603468,   18.899,    3.000,  800,   1.035,  23.298,   6.472,   0.660,  15.487,   4.302, 28,  0,   1.128,  20.303,   5.640,   0.127,   2.191,   0.609,  65.000, 134.000, 210.000,   0.000,   0.000,   52,   1.850
15:11:25:361, 114266403439569,   18.989,    1.000,  900,   1.209,  23.407,   6.502,   0.828,  15.562,   4.323, 28,  0,   1.078,  20.400,   5.667,   0.095,   2.199,   0.611,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.000
15:11:25:425, 114266607365748,   19.053,    1.000,  900,   1.278,  23.488,   6.525,   0.727,  15.608,   4.336, 28,  0,   1.039,  20.466,   5.685,   0.177,   2.211,   0.614,  65.000, 134.000, 210.000,   0.000,   0.000,   12,   0.000
15:11:25:489, 114266811779341,   19.117,    1.000,  900,   1.291,  23.571,   6.548,   0.743,  15.656,   4.349, 27,  0,   1.029,  20.532,   5.703,   0.180,   2.222,   0.617,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   0.000
15:11:25:553, 114267015784101,   19.181,    0.000, 1600,   1.942,  23.695,   6.582,   1.376,  15.744,   4.373, 28,  0,   1.029,  20.598,   5.722,   0.193,   2.234,   0.621,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:25:617, 114267219349313,   19.245,    1.000,  900,   1.286,  23.777,   6.605,   0.764,  15.792,   4.387, 28,  0,   1.012,  20.662,   5.740,   0.166,   2.245,   0.624,  65.000, 134.000, 210.000,   0.000,   0.000,   17,   0.000
15:11:25:682, 114267427180352,   19.310,    2.000,  900,   1.273,  23.860,   6.628,   0.717,  15.839,   4.400, 28,  0,   1.079,  20.733,   5.759,   0.136,   2.254,   0.626,  65.000, 134.000, 210.000,   0.000,   0.000,   20,   0.000
15:11:25:749, 114267639813044,   19.377,    2.000,  800,   0.864,  23.918,   6.644,   0.548,  15.876,   4.410, 27,  0,   1.067,  20.804,   5.779,   0.066,   2.258,   0.627,  65.000, 134.000, 210.000,   0.000,   0.000,   12,   0.000
15:11:25:814, 114267848364218,   19.442,    2.000,  800,   0.855,  23.973,   6.659,   0.518,  15.909,   4.419, 28,  0,   1.095,  20.875,   5.799,   0.093,   2.264,   0.629,  65.000, 134.000, 210.000,   0.000,   0.000,   19,   1.771
15:11:25:879, 114268054811578,   19.507,    0.000, 2000,   1.478,  24.069,   6.686,   1.191,  15.987,   4.441, 28,  0,   1.129,  20.948,   5.819,   0.041,   2.267,   0.630,  65.000, 134.000, 210.000,   0.000,   0.000,    3,   0.080
15:11:25:931, 114268223304077,   19.560,    1.000,  900,   1.379,  24.142,   6.706,   0.830,  16.030,   4.453, 28,  0,   1.021,  21.002,   5.834,   0.184,   2.277,   0.632,  65.000, 134.000, 210.000,   0.000,   0.000,   17,   0.000
15:11:25:989, 114268405417249,   19.617,    0.000, 2200,   2.075,  24.260,   6.739,   1.519,  16.117,   4.477, 28,  0,   1.025,  21.061,   5.850,   0.190,   2.287,   0.635,  65.000, 134.000, 210.000,   0.000,   0.000,  154,   0.000
15:11:26:052, 114268608401538,   19.680,    5.000, 4400,   3.260,  24.468,   6.797,   2.915,  16.302,   4.528, 28,  0,   1.184,  21.136,   5.871,   0.120,   2.295,   0.638,  65.000, 134.000, 210.000,   0.000,   0.000,   12,   2.094
15:11:26:117, 114268815387032,   19.745,    0.000, 2900,   1.199,  24.545,   6.818,   0.881,  16.359,   4.544, 28,  0,   1.102,  21.207,   5.891,   0.005,   2.295,   0.638,  65.000, 134.000, 210.000,   0.000,   0.000,  131,   0.000
15:11:26:184, 114269031049710,   19.813,    2.000,  800,   1.079,  24.618,   6.838,   0.707,  16.407,   4.558, 28,  0,   1.135,  21.284,   5.912,   0.145,   2.305,   0.640,  65.000, 134.000, 210.000,   0.000,   0.000,   22,   1.978
15:11:26:265, 114269288625649,   19.893,    3.000,  800,   0.909,  24.692,   6.859,   0.599,  16.456,   4.571, 27,  0,   1.081,  21.371,   5.936,   0.062,   2.310,   0.642,  65.000, 134.000, 210.000,   0.000,   0.000,   40,   0.000
15:11:26:351, 114269561337327,   19.979,    1.000, 1200,   1.488,  24.819,   6.894,   1.030,  16.544,   4.595, 28,  0,   1.065,  21.462,   5.962,   0.174,   2.325,   0.646,  65.000, 134.000, 210.000,   0.000,   0.000,   13,   1.930
15:11:26:405, 114269735402868,   20.033,    1.000, 2300,   1.645,  24.908,   6.919,   1.085,  16.603,   4.612, 28,  0,   1.100,  21.522,   5.978,   0.182,   2.335,   0.649,  65.000, 134.000, 210.000,   0.000,   0.000,  159,  10.809
15:11:26:462, 114269916422007,   20.090,    0.000,  900,   1.359,  24.986,   6.940,   0.818,  16.649,   4.625, 27,  0,   1.038,  21.581,   5.995,   0.164,   2.344,   0.651,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:26:517, 114270093553045,   20.146,    1.000,  800,   0.849,  25.033,   6.954,   0.531,  16.679,   4.633, 27,  0,   1.046,  21.639,   6.011,   0.063,   2.348,   0.652,  65.000, 134.000, 210.000,   0.000,   0.000,   16,   0.000
15:11:26:582, 114270300400295,   20.210,    0.000, 2700,   1.515,  25.131,   6.981,   1.244,  16.759,   4.655, 27,  0,   1.059,  21.708,   6.030,   0.048,   2.351,   0.653,  65.000, 134.000, 210.000,   0.000,   0.000,  137,   0.000
15:11:26:647, 114270506524756,   20.275,    0.000, 1500,   0.797,  25.182,   6.995,   0.570,  16.796,   4.666, 28,  0,   1.043,  21.775,   6.049,   0.026,   2.353,   0.654,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:26:711, 114270711341485,   20.339,    2.000,  800,   0.653,  25.224,   7.007,   0.436,  16.824,   4.673, 28,  0,   1.043,  21.842,   6.067,   0.017,   2.354,   0.654,  65.000, 134.000, 210.000,   0.000,   0.000,   27,   0.000
15:11:26:791, 114270968123090,   20.419,    2.000,  800,   0.765,  25.286,   7.024,   0.462,  16.861,   4.684, 28,  0,   1.030,  21.925,   6.090,   0.066,   2.359,   0.655,  65.000, 134.000, 210.000,   0.000,   0.000,   23,   0.000
15:11:26:872, 114271224840288,   20.500,    3.000,  800,   1.049,  25.370,   7.047,   0.729,  16.920,   4.700, 28,  0,   1.076,  22.011,   6.114,   0.065,   2.364,   0.657,  65.000, 134.000, 210.000,   0.000,   0.000,   36,   0.000
15:11:26:950, 114271473745840,   20.578,    1.000, 1500,   1.818,  25.512,   7.087,   1.210,  17.014,   4.726, 27,  0,   1.101,  22.097,   6.138,   0.256,   2.384,   0.662,  65.000, 134.000, 210.000,   0.000,   0.000,   14,   2.004
15:11:27:015, 114271681358445,   20.643,    1.000,  900,   1.310,  25.597,   7.110,   0.760,  17.064,   4.740, 27,  0,   1.032,  22.164,   6.157,   0.164,   2.395,   0.665,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.000
15:11:27:070, 114271858800444,   20.699,    0.000, 1600,   2.150,  25.717,   7.143,   1.540,  17.149,   4.764, 28,  0,   1.150,  22.228,   6.175,   0.253,   2.409,   0.669,  65.000, 134.000, 210.000,   0.000,   0.000,   23,   1.602
15:11:27:131, 114272051960636,   20.759,    2.000,  900,   1.472,  25.806,   7.168,   0.845,  17.200,   4.778, 28,  0,   1.100,  22.295,   6.193,   0.236,   2.423,   0.673,  65.000, 134.000, 210.000,   0.000,   0.000,   24,   4.162
15:11:27:188, 114272234739437,   20.816,    3.000,  800,   0.760,  25.849,   7.180,   0.443,  17.226,   4.785, 28,  0,   1.127,  22.359,   6.211,   0.034,   2.425,   0.674,  65.000, 134.000, 210.000,   0.000,   0.000,   46,   0.247
15:11:27:268, 114272490077806,   20.896,    0.000, 1800,   1.044,  25.933,   7.204,   0.686,  17.281,   4.800, 27,  0,   1.052,  22.443,   6.234,   0.097,   2.433,   0.676,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:27:321, 114272659520834,   20.949,    3.000,  900,   0.490,  25.959,   7.211,   0.281,  17.296,   4.804, 28,  0,   1.039,  22.499,   6.250,   0.018,   2.434,   0.676,  65.000, 134.000, 210.000,   0.000,   0.000,   52,   0.000
15:11:27:417, 114272965880853,   21.045,    0.000, 1000,   1.615,  26.114,   7.254,   1.016,  17.393,   4.831, 28,  0,   1.042,  22.599,   6.277,   0.231,   2.456,   0.682,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:27:481, 114273170140707,   21.109,    1.000,  800,   1.333,  26.199,   7.277,   0.762,  17.442,   4.845, 28,  0,   1.056,  22.666,   6.296,   0.201,   2.469,   0.686,  65.000, 134.000, 210.000,   0.000,   0.000,   24,   1.866
15:11:27:539, 114273353087910,   21.167,    0.000, 2000,   2.040,  26.316,   7.310,   1.492,  17.527,   4.869, 28,  0,   1.067,  22.727,   6.313,   0.195,   2.480,   0.689,  65.000, 134.000, 210.000,   0.000,   0.000,  244,  34.113
15:11:27:591, 114273519350720,   21.219,    1.000,  900,   1.343,  26.386,   7.329,   0.799,  17.569,   4.880, 28,  0,   1.026,  22.781,   6.328,   0.165,   2.489,   0.691,  65.000, 134.000, 210.000,   0.000,   0.000,    6,   0.000
15:11:27:649, 114273707646865,   21.278,    0.000,  900,   1.333,  26.464,   7.351,   0.789,  17.616,   4.893, 28,  0,   1.026,  22.841,   6.345,   0.177,   2.499,   0.694,  65.000, 134.000, 210.000,   0.000,   0.000,    3,   0.000
15:11:27:718, 114273925893561,   21.346,    0.000,  900,   1.272,  26.551,   7.375,   0.742,  17.666,   4.907, 28,  0,   1.021,  22.911,   6.364,   0.165,   2.511,   0.697,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.000
15:11:27:781, 114274128230475,   21.409,    0.000,  900,   1.309,  26.634,   7.398,   0.756,  17.714,   4.921, 28,  0,   1.038,  22.977,   6.382,   0.169,   2.521,   0.700,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.000
15:11:27:836, 114274303908152,   21.465,    0.000,  900,   0.685,  26.672,   7.409,   0.381,  17.735,   4.926, 28,  0,   1.029,  23.034,   6.398,   0.055,   2.524,   0.701,  65.000, 134.000, 210.000,   0.000,   0.000,   10,   0.000
15:11:27:901, 114274511807394,   21.530,    0.000, 2800,   1.345,  26.760,   7.433,   1.069,  17.805,   4.946, 28,  0,   1.057,  23.102,   6.417,   0.041,   2.527,   0.702,  65.000, 134.000, 210.000,   0.000,   0.000,   96,   0.000
15:11:27:967, 114274721486759,   21.595,    2.000, 1300,   0.897,  26.819,   7.450,   0.680,  17.849,   4.958, 28,  0,   1.074,  23.173,   6.437,   0.009,   2.528,   0.702,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:28:032, 114274928595435,   21.660,    2.000, 3200,   2.966,  27.011,   7.503,   2.613,  18.019,   5.005, 28,  0,   1.194,  23.250,   6.458,   0.077,   2.533,   0.704,  65.000, 134.000, 210.000,   0.000,   0.000,   13,   1.878
15:11:28:086, 114275099389044,   21.714,    1.000, 1700,   0.857,  27.057,   7.516,   0.662,  18.054,   5.015, 28,  0,   1.085,  23.309,   6.475,   0.056,   2.536,   0.704,  65.000, 134.000, 210.000,   0.000,   0.000,    6,   0.788
15:11:28:152, 114275312793621,   21.781,    1.000,  800,   0.984,  27.123,   7.534,   0.544,  18.091,   5.025, 28,  0,   1.183,  23.388,   6.497,   0.080,   2.541,   0.706,  65.000, 134.000, 210.000,   0.000,   0.000,   25,   1.101
15:11:28:217, 114275520089463,   21.846,    0.000, 2700,   1.749,  27.236,   7.566,   1.354,  18.179,   5.050, 28,  0,   1.123,  23.461,   6.517,   0.150,   2.551,   0.709,  65.000, 134.000, 210.000,   0.000,   0.000,   24,   4.325
15:11:28:286, 114275739536901,   21.914,    2.000,  900,   0.688,  27.284,   7.579,   0.435,  18.209,   5.058, 28,  0,   1.089,  23.535,   6.538,   0.015,   2.552,   0.709,  65.000, 134.000, 210.000,   0.000,   0.000,   36,   0.215
15:11:28:367, 114275998906073,   21.996,    0.000, 1400,   1.052,  27.369,   7.603,   0.703,  18.266,   5.074, 28,  0,   1.072,  23.623,   6.562,   0.083,   2.559,   0.711,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:28:432, 114276204188476,   22.060,    1.000,  800,   0.582,  27.406,   7.613,   0.375,  18.290,   5.081, 28,  0,   1.039,  23.689,   6.580,   0.012,   2.559,   0.711,  65.000, 134.000, 210.000,   0.000,   0.000,   16,   0.000
15:11:28:496, 114276410277087,   22.124,    0.000, 2700,   1.148,  27.481,   7.633,   0.880,  18.347,   5.096, 28,  0,   1.051,  23.757,   6.599,   0.051,   2.563,   0.712,  65.000, 134.000, 210.000,   0.000,   0.000,  135,   0.000
15:11:28:560, 114276614133895,   22.188,    0.000,  900,   1.407,  27.570,   7.658,   0.875,  18.403,   5.112, 28,  0,   1.021,  23.822,   6.617,   0.177,   2.574,   0.715,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:28:624, 114276816935122,   22.252,    5.000,  800,   1.437,  27.662,   7.684,   0.888,  18.459,   5.128, 28,  0,   1.158,  23.896,   6.638,   0.174,   2.585,   0.718,  65.000, 134.000, 210.000,   0.000,   0.000,   27,   2.148
15:11:28:692, 114277035295747,   22.320,    0.000, 2900,   1.988,  27.798,   7.722,   1.705,  18.576,   5.160, 28,  0,   1.103,  23.971,   6.659,   0.052,   2.589,   0.719,  65.000, 134.000, 210.000,   0.000,   0.000,  146,   0.000
15:11:28:757, 114277242183448,   22.385,    0.000, 1100,   0.991,  27.862,   7.739,   0.740,  18.624,   5.173, 28,  0,   1.076,  24.041,   6.678,   0.023,   2.590,   0.719,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:28:812, 114277418604054,   22.440,    2.000,  800,   0.458,  27.887,   7.746,   0.246,  18.637,   5.177, 28,  0,   1.014,  24.097,   6.694,   0.023,   2.591,   0.720,  65.000, 134.000, 210.000,   0.000,   0.000,   26,   0.000
15:11:28:877, 114277626459407,   22.505,    0.000, 3100,   1.779,  28.003,   7.779,   1.481,  18.734,   5.204, 28,  0,   1.074,  24.167,   6.713,   0.065,   2.595,   0.721,  65.000, 134.000, 210.000,   0.000,   0.000,  135,   0.000
15:11:28:942, 114277832243570,   22.570,    1.000, 1000,   0.745,  28.051,   7.792,   0.525,  18.768,   5.213, 28,  0,   1.039,  24.234,   6.732,   0.026,   2.597,   0.721,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:29:007, 114278041084960,   22.635,    0.000, 3100,   0.882,  28.109,   7.808,   0.648,  18.810,   5.225, 27,  0,   1.047,  24.303,   6.751,   0.028,   2.599,   0.722,  65.000, 134.000, 210.000,   0.000,   0.000,   78,   0.000
15:11:29:072, 114278247612201,   22.700,    1.000, 1000,   1.130,  28.182,   7.828,   0.821,  18.863,   5.240, 28,  0,   1.107,  24.374,   6.771,   0.107,   2.606,   0.724,  65.000, 134.000, 210.000,   0.000,   0.000,    9,   1.806
15:11:29:128, 114278425777914,   22.756,    2.000,  800,   0.989,  28.237,   7.844,   0.568,  18.895,   5.249, 27,  0,   1.201,  24.441,   6.789,   0.103,   2.612,   0.725,  65.000, 134.000, 210.000,   0.000,   0.000,   25,   2.435
15:11:29:185, 114278607074446,   22.813,    0.000, 2600,   1.901,  28.345,   7.874,   1.506,  18.980,   5.272, 28,  0,   1.165,  24.507,   6.808,   0.133,   2.619,   0.728,  65.000, 134.000, 210.000,   0.000,   0.000,   18,   2.501
15:11:29:251, 114278820590762,   22.880,    0.000, 1400,   0.870,  28.403,   7.890,   0.588,  19.020,   5.283, 27,  0,   1.096,  24.581,   6.828,   0.026,   2.621,   0.728,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:29:316, 114279026593263,   22.944,    3.000,  800,   0.713,  28.449,   7.903,   0.469,  19.050,   5.292, 28,  0,   1.058,  24.649,   6.847,   0.026,   2.622,   0.728,  65.000, 134.000, 210.000,   0.000,   0.000,   44,   0.000
15:11:29:412, 114279334133439,   23.040,    0.000, 1100,   1.126,  28.558,   7.933,   0.789,  19.126,   5.313, 28,  0,   1.050,  24.750,   6.875,   0.082,   2.630,   0.731,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:29:478, 114279542971883,   23.106,    1.000, 4000,   0.777,  28.609,   7.947,   0.552,  19.162,   5.323, 28,  0,   1.052,  24.819,   6.894,   0.026,   2.632,   0.731,  65.000, 134.000, 210.000,   0.000,   0.000,   80,   0.000
15:11:29:544, 114279755187455,   23.172,    1.000,  800,   1.610,  28.716,   7.977,   1.042,  19.231,   5.342, 28,  0,   1.024,  24.887,   6.913,   0.187,   2.645,   0.735,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.000
15:11:29:608, 114279959775603,   23.236,    0.000, 1900,   1.731,  28.827,   8.007,   1.251,  19.311,   5.364, 28,  0,   1.077,  24.956,   6.932,   0.143,   2.654,   0.737,  65.000, 134.000, 210.000,   0.000,   0.000,    3,   0.000
15:11:29:676, 114280177456304,   23.305,    3.000,  800,   0.840,  28.884,   8.023,   0.538,  19.348,   5.374, 28,  0,   1.067,  25.029,   6.952,   0.100,   2.661,   0.739,  65.000, 134.000, 210.000,   0.000,   0.000,   42,   2.771
15:11:29:757, 114280434427632,   23.385,    0.000, 1200,   1.116,  28.974,   8.048,   0.739,  19.408,   5.391, 28,  0,   1.113,  25.118,   6.977,   0.069,   2.666,   0.741,  65.000, 134.000, 210.000,   0.000,   0.000,    3,   0.322
15:11:29:811, 114280606618923,   23.439,    1.000,  800,   1.269,  29.042,   8.067,   0.739,  19.448,   5.402, 28,  0,   1.030,  25.174,   6.993,   0.174,   2.675,   0.743,  65.000, 134.000, 210.000,   0.000,   0.000,   18,   0.000
15:11:29:874, 114280807507016,   23.502,    0.000,  900,   1.328,  29.126,   8.090,   0.774,  19.496,   5.416, 28,  0,   1.028,  25.239,   7.011,   0.182,   2.687,   0.746,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.000
15:11:29:931, 114280989562309,   23.559,    0.000,  900,   1.095,  29.188,   8.108,   0.629,  19.532,   5.426, 28,  0,   1.039,  25.298,   7.027,   0.128,   2.694,   0.748,  65.000, 134.000, 210.000,   0.000,   0.000,   13,   0.000
15:11:29:996, 114281196874122,   23.624,    0.000, 3100,   1.562,  29.290,   8.136,   1.309,  19.617,   5.449, 28,  0,   1.053,  25.366,   7.046,   0.039,   2.697,   0.749,  65.000, 134.000, 210.000,   0.000,   0.000,  141,   0.000
15:11:30:064, 114281413630012,   23.692,    0.000, 1600,   0.579,  29.329,   8.147,   0.378,  19.643,   5.456, 28,  0,   1.023,  25.436,   7.066,   0.024,   2.698,   0.750,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:30:118, 114281585967748,   23.746,    3.000,  800,   1.120,  29.389,   8.164,   0.667,  19.679,   5.466, 28,  0,   1.219,  25.502,   7.084,   0.157,   2.707,   0.752,  65.000, 134.000, 210.000,   0.000,   0.000,   62,   0.244
15:11:30:198, 114281842455483,   23.826,    1.000, 1800,   1.704,  29.526,   8.202,   1.218,  19.777,   5.494, 28,  0,   1.148,  25.594,   7.109,   0.187,   2.722,   0.756,  65.000, 134.000, 210.000,   0.000,   0.000,   27,   4.390
15:11:30:263, 114282048759189,   23.891,    3.000,  800,   0.918,  29.586,   8.218,   0.575,  19.814,   5.504, 28,  0,   1.174,  25.670,   7.130,   0.108,   2.729,   0.758,  65.000, 134.000, 210.000,   0.000,   0.000,   45,   1.874
15:11:30:354, 114282339044769,   23.982,    1.000,  900,   1.599,  29.731,   8.259,   0.987,  19.904,   5.529, 28,  0,   1.051,  25.765,   7.157,   0.210,   2.748,   0.763,  65.000, 134.000, 210.000,   0.000,   0.000,   13,   0.000
15:11:30:419, 114282546678465,   24.047,    1.000,  900,   1.372,  29.820,   8.283,   0.825,  19.957,   5.544, 28,  0,   1.028,  25.832,   7.176,   0.180,   2.760,   0.767,  65.000, 134.000, 210.000,   0.000,   0.000,   12,   0.000
15:11:30:483, 114282751330442,   24.111,    1.000,  800,   1.339,  29.906,   8.307,   0.782,  20.007,   5.558, 28,  0,   1.069,  25.901,   7.195,   0.175,   2.771,   0.770,  65.000, 134.000, 210.000,   0.000,   0.000,   16,   0.000
15:11:30:547, 114282955920581,   24.175,    0.000, 1400,   1.834,  30.024,   8.340,   1.287,  20.090,   5.581, 28,  0,   1.030,  25.967,   7.213,   0.187,   2.783,   0.773,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:30:611, 114283159812048,   24.239,    1.000,  900,   1.269,  30.105,   8.362,   0.752,  20.138,   5.594, 28,  0,   1.018,  26.032,   7.231,   0.164,   2.793,   0.776,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   0.000
15:11:30:668, 114283341845809,   24.296,    0.000, 2200,   2.207,  30.231,   8.397,   1.617,  20.230,   5.619, 28,  0,   1.049,  26.092,   7.248,   0.198,   2.805,   0.779,  65.000, 134.000, 210.000,   0.000,   0.000,  167,   0.000
15:11:30:723, 114283517540197,   24.351,    1.000,  900,   1.365,  30.306,   8.418,   0.827,  20.276,   5.632, 28,  0,   1.027,  26.148,   7.263,   0.166,   2.814,   0.782,  65.000, 134.000, 210.000,   0.000,   0.000,    9,   0.000
15:11:30:787, 114283722802741,   24.415,    2.000,  900,   1.427,  30.398,   8.444,   0.886,  20.333,   5.648, 28,  0,   1.036,  26.215,   7.282,   0.182,   2.826,   0.785,  65.000, 134.000, 210.000,   0.000,   0.000,    9,   0.006
15:11:30:854, 114283935074642,   24.482,    3.000,  900,   1.392,  30.490,   8.469,   0.832,  20.388,   5.663, 28,  0,   1.087,  26.287,   7.302,   0.201,   2.839,   0.789,  65.000, 134.000, 210.000,   0.000,   0.000,   49,   1.040
15:11:30:937, 114284201492435,   24.565,    0.000, 1700,   1.631,  30.626,   8.507,   1.039,  20.475,   5.687, 28,  0,   1.036,  26.374,   7.326,   0.220,   2.857,   0.794,  65.000, 134.000, 210.000,   0.000,   0.000,   99,   0.000
